Incident_ID,Date,User,Threat_Type,Severity,Status,Country,Device,Source,Response_Time_Minutes
2996,2025-11-24,user15,Ransomware,Medium,Open,Japan,Server,Firewall,166
2997,2025-12-19,user103,Brute Force,High,Escalated,Japan,Server,Endpoint,119
2998,2025-10-22,user333,Ransomware,Critical,Open,India,Cloud VM,Identity Provider,551
2999,2025-08-09,user23,Ransomware,High,Escalated,Australia,Mobile,Firewall,682
3000,2025-06-14,user132,DDoS,Critical,Closed,India,Server,Firewall,575
3001,2025-11-06,user145,DDoS,Critical,Closed,Netherlands,Laptop,Email,575
3002,2025-01-09,user323,Malware,High,Escalated,Australia,Server,Web Gateway,221
3003,2025-05-26,user454,DDoS,High,Escalated,Singapore,Desktop,Endpoint,616
3004,2026-02-11,user352,Insider Threat,Low,Escalated,Japan,Mobile,Email,327
3005,2025-12-25,user209,Data Exfiltration,Low,Escalated,USA,Mobile,Endpoint,322
3006,2025-10-05,user217,Phishing,Medium,Investigating,UAE,Desktop,SIEM,420
3007,2025-01-09,user68,Credential Attack,Medium,Open,Australia,Cloud VM,Firewall,32
3008,2025-02-06,user192,Credential Attack,Medium,Open,UAE,Desktop,Identity Provider,655
3009,2025-02-16,user217,Brute Force,High,Investigating,Singapore,Laptop,Firewall,544
3010,2025-08-14,user293,Phishing,Medium,Closed,Canada,Server,Email,219
3011,2025-05-06,user303,Insider Threat,Low,Investigating,India,Mobile,Firewall,379
3012,2025-04-20,user50,Insider Threat,Medium,Escalated,Japan,Laptop,Firewall,476
3013,2025-03-05,user294,Malware,High,Escalated,Singapore,Server,Identity Provider,419
3014,2025-10-25,user110,Data Exfiltration,Low,Open,Netherlands,Desktop,Endpoint,335
3015,2026-01-01,user311,Brute Force,Low,Escalated,Singapore,Cloud VM,Email,388
3016,2025-12-18,user240,Phishing,High,Closed,UAE,Mobile,Identity Provider,95
3017,2025-10-05,user136,Credential Attack,High,Open,Japan,Desktop,Endpoint,31
3018,2025-11-05,user185,Data Exfiltration,Medium,Closed,Germany,Desktop,Identity Provider,623
3019,2025-12-24,user246,Credential Attack,High,Closed,Germany,Cloud VM,SIEM,301
3020,2025-05-13,user21,Ransomware,High,Closed,Australia,Desktop,Endpoint,409
3021,2026-02-16,user459,Brute Force,Medium,Closed,Canada,Desktop,SIEM,489
3022,2025-05-02,user319,Ransomware,Low,Investigating,UK,Laptop,Endpoint,249
3023,2025-12-18,user94,Phishing,Medium,Investigating,India,Laptop,SIEM,636
3024,2025-04-07,user117,Ransomware,Medium,Investigating,UK,Desktop,Firewall,511
3025,2025-12-04,user37,Ransomware,High,Open,UAE,Server,Firewall,91
3026,2025-06-18,user432,DDoS,Medium,Closed,Singapore,Laptop,SIEM,336
3027,2025-08-12,user292,Malware,Low,Closed,USA,Laptop,Email,407
3028,2026-02-08,user146,Credential Attack,Low,Closed,UK,Mobile,Identity Provider,159
3029,2025-03-07,user253,Brute Force,Medium,Closed,Germany,Laptop,SIEM,523
3030,2025-12-25,user492,Phishing,Critical,Escalated,Canada,Mobile,Email,458
3031,2025-01-02,user107,Insider Threat,Low,Escalated,India,Server,Web Gateway,325
3032,2025-03-28,user320,DDoS,Low,Investigating,USA,Laptop,Identity Provider,489
3033,2026-02-10,user363,DDoS,High,Closed,UAE,Server,Email,696
3034,2025-11-28,user445,Data Exfiltration,Medium,Investigating,Netherlands,Desktop,SIEM,469
3035,2025-08-04,user71,Insider Threat,Medium,Open,Singapore,Desktop,Email,45
3036,2025-05-06,user362,Data Exfiltration,Low,Investigating,Singapore,Server,SIEM,77
3037,2025-05-25,user294,Brute Force,Low,Escalated,Japan,Desktop,Email,540
3038,2025-04-22,user301,Brute Force,High,Investigating,Japan,Laptop,Firewall,618
3039,2025-12-28,user260,Data Exfiltration,Low,Investigating,Australia,Laptop,Firewall,616
3040,2025-12-26,user410,Credential Attack,Low,Escalated,Singapore,Server,Endpoint,135
3041,2025-03-09,user382,Credential Attack,Critical,Investigating,Singapore,Laptop,Endpoint,108
3042,2025-03-22,user368,Malware,Medium,Open,Australia,Cloud VM,Firewall,580
3043,2025-06-23,user117,DDoS,Low,Open,UK,Mobile,SIEM,720
3044,2025-03-25,user71,Credential Attack,High,Investigating,UAE,Server,Endpoint,657
3045,2025-03-24,user175,Data Exfiltration,High,Escalated,USA,Cloud VM,Web Gateway,543
3046,2025-03-14,user466,Ransomware,Low,Escalated,India,Server,Identity Provider,564
3047,2025-05-29,user35,Data Exfiltration,Medium,Escalated,USA,Desktop,Identity Provider,266
3048,2025-10-22,user329,Insider Threat,Medium,Escalated,Japan,Cloud VM,Web Gateway,282
3049,2025-07-20,user13,Insider Threat,Medium,Escalated,Japan,Server,Web Gateway,401
3050,2025-04-09,user453,Credential Attack,Critical,Escalated,UK,Desktop,SIEM,127
3051,2025-01-26,user430,Phishing,Medium,Closed,Singapore,Laptop,SIEM,415
3052,2025-03-09,user4,Malware,Medium,Investigating,Australia,Mobile,Identity Provider,523
3053,2025-07-28,user487,DDoS,Low,Escalated,Australia,Server,Firewall,510
3054,2025-06-30,user52,Ransomware,Low,Escalated,Canada,Laptop,Email,58
3055,2025-07-17,user269,Brute Force,Low,Escalated,Netherlands,Desktop,Firewall,704
3056,2025-01-30,user183,Malware,Medium,Investigating,Canada,Server,Email,162
3057,2025-03-31,user457,DDoS,High,Investigating,USA,Cloud VM,Web Gateway,631
3058,2025-08-30,user478,DDoS,Low,Closed,Germany,Cloud VM,SIEM,552
3059,2025-08-07,user9,Credential Attack,High,Escalated,India,Laptop,SIEM,25
3060,2025-05-06,user210,Credential Attack,Low,Investigating,Canada,Desktop,Endpoint,529
3061,2025-11-26,user211,Phishing,Low,Investigating,India,Cloud VM,Web Gateway,552
3062,2025-04-25,user16,DDoS,High,Closed,Canada,Cloud VM,Email,602
3063,2026-01-30,user222,Malware,High,Escalated,Japan,Mobile,Web Gateway,503
3064,2025-03-11,user431,DDoS,Low,Closed,Netherlands,Server,Email,219
3065,2025-07-05,user200,DDoS,Medium,Investigating,Australia,Laptop,SIEM,214
3066,2025-07-01,user386,Data Exfiltration,High,Escalated,Canada,Cloud VM,Email,591
3067,2025-06-14,user256,Credential Attack,Medium,Open,Australia,Cloud VM,Identity Provider,566
3068,2025-01-24,user72,Data Exfiltration,Low,Investigating,Canada,Desktop,Identity Provider,50
3069,2026-02-15,user120,Malware,Medium,Closed,Australia,Cloud VM,Firewall,630
3070,2025-01-09,user240,Credential Attack,High,Closed,India,Desktop,Email,582
3071,2026-01-16,user226,Brute Force,Medium,Escalated,UAE,Server,Web Gateway,379
3072,2025-02-28,user337,DDoS,Low,Escalated,Canada,Cloud VM,Identity Provider,167
3073,2025-04-14,user2,Ransomware,High,Investigating,Netherlands,Mobile,Identity Provider,531
3074,2026-02-17,user481,DDoS,Low,Escalated,UK,Desktop,Identity Provider,230
3075,2025-03-28,user498,Data Exfiltration,Low,Investigating,Netherlands,Mobile,Identity Provider,642
3076,2026-01-23,user144,Ransomware,Medium,Escalated,Canada,Cloud VM,Endpoint,106
3077,2025-08-16,user99,Phishing,Medium,Closed,Japan,Desktop,Identity Provider,662
3078,2025-12-15,user45,Insider Threat,Low,Open,UAE,Cloud VM,Web Gateway,158
3079,2025-05-31,user399,Ransomware,High,Investigating,Australia,Cloud VM,Firewall,429
3080,2025-11-15,user281,Phishing,Critical,Closed,Germany,Desktop,SIEM,152
3081,2025-04-23,user335,Brute Force,Low,Open,UK,Desktop,Endpoint,487
3082,2025-12-14,user424,Phishing,Low,Escalated,Australia,Server,Identity Provider,560
3083,2025-11-18,user327,Brute Force,Low,Investigating,UAE,Mobile,Web Gateway,335
3084,2025-12-27,user133,Malware,Medium,Escalated,Singapore,Mobile,Firewall,326
3085,2025-04-14,user304,Malware,Critical,Open,UAE,Desktop,SIEM,531
3086,2025-02-03,user181,Malware,Low,Open,Netherlands,Cloud VM,Firewall,383
3087,2025-09-19,user312,Data Exfiltration,Low,Closed,Netherlands,Server,Web Gateway,529
3088,2025-08-15,user211,Credential Attack,Medium,Closed,India,Mobile,SIEM,86
3089,2025-03-19,user122,Data Exfiltration,Medium,Closed,USA,Cloud VM,Email,652
3090,2025-06-20,user378,Malware,Medium,Open,UK,Cloud VM,Identity Provider,557
3091,2025-09-25,user330,Data Exfiltration,High,Open,Netherlands,Desktop,Email,669
3092,2025-09-08,user4,Data Exfiltration,Medium,Open,USA,Laptop,SIEM,605
3093,2025-03-09,user113,Brute Force,High,Closed,Singapore,Cloud VM,Web Gateway,241
3094,2025-04-25,user141,Data Exfiltration,Medium,Escalated,India,Desktop,Identity Provider,328
3095,2025-01-23,user216,Brute Force,Low,Escalated,Netherlands,Desktop,Endpoint,351
3096,2025-07-01,user354,Brute Force,Low,Escalated,UAE,Desktop,Identity Provider,108
3097,2026-01-28,user88,Credential Attack,Low,Investigating,Australia,Laptop,Identity Provider,330
3098,2025-08-14,user347,Phishing,Medium,Open,Netherlands,Mobile,Web Gateway,622
3099,2025-12-12,user450,Credential Attack,Medium,Investigating,Canada,Laptop,Firewall,381
3100,2025-09-18,user276,Credential Attack,Low,Open,Canada,Laptop,Firewall,499
3101,2025-01-27,user334,Malware,High,Closed,Australia,Laptop,Endpoint,415
3102,2025-10-02,user228,Malware,Low,Escalated,Netherlands,Cloud VM,Email,43
3103,2025-10-26,user328,Brute Force,High,Escalated,Japan,Mobile,Web Gateway,59
3104,2025-03-14,user119,DDoS,High,Investigating,Australia,Mobile,Web Gateway,303
3105,2025-05-15,user211,Brute Force,Medium,Investigating,India,Desktop,SIEM,442
3106,2025-06-02,user417,Phishing,Low,Closed,UK,Cloud VM,Firewall,496
3107,2025-04-22,user389,Brute Force,Medium,Closed,USA,Server,Web Gateway,515
3108,2025-07-07,user232,Ransomware,Medium,Closed,UAE,Desktop,Email,526
3109,2025-07-21,user493,Credential Attack,High,Closed,Japan,Laptop,Firewall,577
3110,2025-07-08,user472,DDoS,Medium,Closed,Germany,Desktop,Firewall,97
3111,2025-07-12,user438,Insider Threat,Low,Investigating,Canada,Cloud VM,Endpoint,602
3112,2025-08-10,user409,Data Exfiltration,Low,Escalated,Germany,Server,Firewall,398
3113,2025-08-30,user364,DDoS,Medium,Open,Australia,Cloud VM,Firewall,562
3114,2025-05-26,user333,Malware,Critical,Escalated,Canada,Cloud VM,Email,439
3115,2025-02-02,user227,Phishing,Low,Closed,UK,Laptop,Web Gateway,685
3116,2025-02-18,user208,Malware,Medium,Investigating,USA,Desktop,Firewall,285
3117,2025-12-08,user246,Data Exfiltration,Medium,Open,Japan,Server,Web Gateway,213
3118,2025-12-22,user250,Brute Force,Low,Closed,Japan,Desktop,Web Gateway,419
3119,2025-05-28,user341,Credential Attack,Critical,Open,UK,Mobile,Identity Provider,361
3120,2026-01-19,user16,Data Exfiltration,High,Closed,USA,Cloud VM,Endpoint,430
3121,2025-07-13,user232,Brute Force,Low,Escalated,Singapore,Mobile,SIEM,84
3122,2025-01-01,user72,Insider Threat,High,Closed,Canada,Desktop,Email,142
3123,2026-02-11,user435,Ransomware,Low,Closed,Canada,Cloud VM,Web Gateway,562
3124,2025-01-21,user38,Credential Attack,High,Escalated,Netherlands,Desktop,SIEM,504
3125,2025-07-03,user317,Phishing,Low,Escalated,Japan,Laptop,Firewall,158
3126,2025-11-22,user156,DDoS,High,Open,Canada,Server,Email,636
3127,2025-03-26,user109,Credential Attack,High,Investigating,USA,Mobile,Firewall,409
3128,2025-07-04,user223,DDoS,Low,Escalated,India,Laptop,Web Gateway,397
3129,2025-05-07,user251,Ransomware,Medium,Open,Japan,Cloud VM,Firewall,663
3130,2025-07-15,user458,Insider Threat,Medium,Closed,UK,Mobile,Identity Provider,454
3131,2025-07-12,user436,DDoS,High,Investigating,Japan,Laptop,Email,226
3132,2026-02-10,user471,Insider Threat,Low,Closed,Australia,Server,Email,218
3133,2026-02-05,user496,DDoS,High,Investigating,Netherlands,Mobile,SIEM,149
3134,2025-04-03,user274,Credential Attack,Medium,Investigating,UAE,Desktop,Endpoint,72
3135,2025-05-10,user474,Insider Threat,Low,Open,Australia,Mobile,Firewall,599
3136,2025-04-12,user77,Insider Threat,Low,Investigating,Japan,Mobile,Web Gateway,534
3137,2025-08-27,user302,Insider Threat,Low,Closed,India,Server,Email,602
3138,2025-06-14,user147,Credential Attack,Medium,Escalated,Singapore,Laptop,Web Gateway,203
3139,2025-01-27,user358,Insider Threat,Medium,Open,USA,Cloud VM,SIEM,254
3140,2025-02-13,user160,Credential Attack,Medium,Investigating,USA,Laptop,Firewall,239
3141,2025-08-10,user247,Data Exfiltration,Low,Open,India,Mobile,Web Gateway,84
3142,2025-10-08,user234,Malware,Low,Escalated,Netherlands,Server,SIEM,313
3143,2025-03-07,user170,Brute Force,High,Escalated,Netherlands,Laptop,Endpoint,443
3144,2026-02-25,user297,Credential Attack,Low,Open,Australia,Server,Endpoint,205
3145,2025-01-07,user207,Phishing,Low,Closed,India,Desktop,Web Gateway,447
3146,2025-06-21,user332,Insider Threat,Critical,Open,Australia,Desktop,Endpoint,300
3147,2026-01-15,user49,Malware,Low,Closed,India,Mobile,SIEM,496
3148,2025-01-19,user53,Insider Threat,Low,Investigating,Japan,Cloud VM,Endpoint,24
3149,2025-02-18,user441,Data Exfiltration,Medium,Closed,Germany,Cloud VM,Endpoint,136
3150,2025-03-11,user437,Ransomware,Low,Open,Australia,Desktop,Web Gateway,138
3151,2025-04-05,user341,Ransomware,Low,Escalated,UK,Laptop,Email,684
3152,2026-01-14,user315,Phishing,High,Open,Germany,Server,Web Gateway,319
3153,2025-04-18,user115,Malware,Low,Closed,Australia,Desktop,Web Gateway,392
3154,2025-03-01,user408,Credential Attack,Low,Investigating,Australia,Mobile,Identity Provider,295
3155,2025-06-20,user65,Credential Attack,Low,Escalated,Canada,Server,Web Gateway,458
3156,2025-08-08,user407,Phishing,Low,Escalated,Singapore,Desktop,Firewall,183
3157,2026-01-17,user28,Insider Threat,Low,Escalated,UAE,Desktop,Firewall,682
3158,2025-10-21,user282,Insider Threat,Low,Escalated,Germany,Server,SIEM,99
3159,2025-06-21,user353,Ransomware,Critical,Escalated,Australia,Server,Web Gateway,72
3160,2025-05-17,user250,Data Exfiltration,Critical,Investigating,Germany,Cloud VM,Email,639
3161,2025-08-02,user214,DDoS,Low,Escalated,Australia,Desktop,Endpoint,419
3162,2025-10-25,user358,Insider Threat,Low,Escalated,Canada,Mobile,SIEM,330
3163,2025-12-08,user120,Insider Threat,Low,Escalated,UK,Cloud VM,Web Gateway,352
3164,2026-01-18,user128,Ransomware,Low,Escalated,UAE,Cloud VM,Endpoint,309
3165,2025-02-22,user174,Brute Force,Low,Escalated,Singapore,Desktop,Identity Provider,645
3166,2025-10-08,user477,Credential Attack,Low,Closed,Canada,Mobile,Web Gateway,341
3167,2025-09-14,user384,Data Exfiltration,Low,Open,Singapore,Laptop,SIEM,556
3168,2025-03-17,user152,Brute Force,Medium,Closed,Japan,Cloud VM,Web Gateway,678
3169,2025-02-09,user213,Malware,Medium,Closed,Netherlands,Laptop,Email,408
3170,2026-02-05,user264,Credential Attack,Medium,Open,India,Desktop,Email,514
3171,2026-02-17,user107,Brute Force,Low,Open,UAE,Desktop,Email,102
3172,2025-05-21,user275,Data Exfiltration,High,Open,Netherlands,Desktop,SIEM,286
3173,2025-10-21,user107,Malware,Low,Open,Canada,Mobile,Endpoint,611
3174,2026-01-29,user153,Brute Force,Medium,Investigating,Canada,Desktop,Identity Provider,597
3175,2025-11-21,user85,Data Exfiltration,High,Investigating,Australia,Mobile,Endpoint,200
3176,2025-11-03,user56,Brute Force,Low,Investigating,India,Desktop,SIEM,591
3177,2025-05-15,user259,Malware,Critical,Open,UK,Mobile,Identity Provider,397
3178,2026-01-03,user150,Brute Force,Low,Escalated,UAE,Laptop,SIEM,703
3179,2025-10-09,user115,Credential Attack,Low,Open,India,Laptop,SIEM,115
3180,2025-03-28,user180,Phishing,Low,Closed,Japan,Cloud VM,Firewall,604
3181,2025-01-18,user390,Malware,Low,Closed,Canada,Server,Endpoint,492
3182,2025-12-07,user215,Brute Force,Medium,Closed,Canada,Cloud VM,Email,293
3183,2025-01-24,user423,DDoS,Low,Open,USA,Mobile,SIEM,619
3184,2025-04-21,user20,Malware,Critical,Open,USA,Mobile,Email,294
3185,2025-10-24,user336,Malware,High,Open,Canada,Desktop,Email,159
3186,2025-09-29,user288,Data Exfiltration,High,Open,Singapore,Cloud VM,Email,79
3187,2025-11-14,user309,Phishing,Low,Closed,USA,Desktop,Firewall,518
3188,2026-01-16,user479,Insider Threat,Low,Investigating,UK,Laptop,Endpoint,331
3189,2025-04-12,user39,Data Exfiltration,Low,Escalated,Japan,Laptop,SIEM,610
3190,2025-02-21,user106,Data Exfiltration,Low,Investigating,UAE,Laptop,Identity Provider,93
3191,2026-02-09,user254,Malware,Low,Closed,USA,Cloud VM,Identity Provider,321
3192,2026-02-23,user9,Ransomware,Low,Escalated,India,Desktop,Web Gateway,573
3193,2026-02-16,user336,Malware,Low,Open,UK,Cloud VM,SIEM,652
3194,2025-06-03,user163,Ransomware,Critical,Open,Japan,Desktop,SIEM,492
3195,2025-09-19,user189,Brute Force,Medium,Escalated,Germany,Cloud VM,Email,249
3196,2025-10-11,user404,Malware,Low,Escalated,Canada,Cloud VM,Email,678
3197,2025-07-14,user63,DDoS,Low,Closed,USA,Server,Firewall,54
3198,2025-02-08,user364,Credential Attack,Low,Investigating,Germany,Server,Email,425
3199,2025-11-02,user340,Data Exfiltration,Critical,Closed,Singapore,Laptop,SIEM,566
3200,2025-05-10,user417,Insider Threat,Low,Investigating,UK,Mobile,Identity Provider,324
3201,2025-02-08,user2,Ransomware,Medium,Investigating,UAE,Laptop,Identity Provider,482
3202,2025-10-26,user278,DDoS,Medium,Investigating,Singapore,Mobile,Web Gateway,294
3203,2025-09-17,user292,Credential Attack,Critical,Open,Australia,Laptop,Web Gateway,648
3204,2025-12-25,user375,Insider Threat,Medium,Investigating,Singapore,Desktop,Firewall,377
3205,2026-02-03,user259,DDoS,High,Closed,UAE,Laptop,SIEM,164
3206,2025-07-19,user207,Ransomware,High,Investigating,Singapore,Server,Email,270
3207,2025-07-15,user448,Phishing,Medium,Open,USA,Server,Identity Provider,286
3208,2025-02-26,user430,Credential Attack,Low,Escalated,Netherlands,Mobile,Endpoint,271
3209,2025-01-21,user404,Brute Force,High,Open,India,Laptop,Identity Provider,426
3210,2025-07-29,user278,Phishing,Medium,Open,UAE,Desktop,Web Gateway,149
3211,2025-01-04,user242,Data Exfiltration,Low,Open,USA,Server,Identity Provider,170
3212,2025-03-13,user118,Ransomware,Medium,Closed,UK,Cloud VM,Endpoint,295
3213,2025-01-07,user275,DDoS,Medium,Closed,Netherlands,Desktop,Firewall,625
3214,2025-10-30,user305,DDoS,Low,Investigating,USA,Laptop,Identity Provider,572
3215,2025-05-18,user232,Malware,Low,Open,USA,Desktop,Firewall,688
3216,2025-01-16,user423,Insider Threat,Low,Escalated,UK,Desktop,Identity Provider,548
3217,2025-10-31,user68,Phishing,High,Escalated,Canada,Laptop,Identity Provider,685
3218,2025-07-04,user490,Brute Force,Medium,Open,Japan,Mobile,Web Gateway,251
3219,2025-01-15,user66,Phishing,High,Open,Canada,Laptop,Web Gateway,299
3220,2025-12-31,user483,Insider Threat,Low,Open,Japan,Server,Endpoint,527
3221,2026-01-25,user465,Malware,Critical,Investigating,Canada,Mobile,Web Gateway,424
3222,2026-02-14,user233,DDoS,High,Closed,Netherlands,Laptop,Endpoint,92
3223,2025-11-25,user262,Credential Attack,Low,Closed,Australia,Mobile,Web Gateway,662
3224,2025-12-30,user496,Phishing,Medium,Closed,UAE,Cloud VM,Web Gateway,123
3225,2025-12-08,user75,Malware,Low,Escalated,Canada,Desktop,Identity Provider,417
3226,2025-11-02,user295,Phishing,Low,Investigating,Netherlands,Server,Firewall,509
3227,2026-02-06,user191,DDoS,Medium,Open,Netherlands,Server,Endpoint,594
3228,2026-01-13,user1,Data Exfiltration,Medium,Escalated,Japan,Laptop,Identity Provider,310
3229,2025-07-03,user458,Ransomware,Medium,Escalated,India,Mobile,Email,54
3230,2025-07-18,user170,Data Exfiltration,Medium,Closed,UAE,Server,Firewall,459
3231,2025-01-23,user43,Data Exfiltration,Low,Escalated,Singapore,Laptop,Endpoint,433
3232,2025-12-06,user287,Malware,Low,Open,UK,Server,Endpoint,655
3233,2025-01-11,user263,DDoS,Low,Escalated,Japan,Cloud VM,Endpoint,660
3234,2025-11-10,user435,Data Exfiltration,Low,Investigating,UAE,Mobile,Endpoint,335
3235,2026-02-15,user449,Phishing,Medium,Closed,Germany,Desktop,Firewall,183
3236,2025-04-19,user155,Phishing,High,Investigating,USA,Mobile,Identity Provider,134
3237,2025-06-07,user57,Insider Threat,Low,Escalated,Japan,Laptop,Firewall,552
3238,2025-06-23,user162,Brute Force,Low,Open,Singapore,Desktop,SIEM,581
3239,2026-02-19,user194,Phishing,Low,Closed,Australia,Mobile,Email,249
3240,2026-01-26,user110,Credential Attack,Medium,Investigating,Japan,Server,Firewall,190
3241,2025-04-24,user435,Malware,Low,Closed,Netherlands,Mobile,Endpoint,52
3242,2025-05-24,user11,Ransomware,Medium,Escalated,UK,Cloud VM,Web Gateway,97
3243,2025-08-15,user81,Malware,Medium,Closed,Japan,Desktop,Endpoint,32
3244,2025-06-04,user45,Data Exfiltration,Medium,Closed,USA,Server,Identity Provider,251
3245,2025-10-30,user91,Data Exfiltration,Medium,Closed,UAE,Laptop,SIEM,231
3246,2025-03-06,user420,Insider Threat,High,Closed,USA,Desktop,Web Gateway,165
3247,2025-09-14,user24,DDoS,Medium,Investigating,India,Desktop,Endpoint,51
3248,2025-08-03,user49,Phishing,Low,Closed,Germany,Desktop,Firewall,638
3249,2025-04-26,user251,Brute Force,Low,Open,India,Laptop,Identity Provider,27
3250,2025-04-05,user363,Insider Threat,Medium,Escalated,UK,Desktop,Firewall,390
3251,2026-01-02,user368,DDoS,High,Open,Netherlands,Server,Firewall,619
3252,2025-06-08,user2,Brute Force,Medium,Closed,Germany,Laptop,Firewall,357
3253,2026-01-08,user412,Credential Attack,Low,Closed,USA,Mobile,Identity Provider,647
3254,2025-08-28,user239,Malware,Low,Escalated,Canada,Mobile,Identity Provider,299
3255,2025-05-06,user228,Phishing,High,Open,Japan,Server,Firewall,205
3256,2025-12-13,user315,Malware,Critical,Escalated,UAE,Mobile,SIEM,443
3257,2025-06-24,user30,Insider Threat,Low,Escalated,Singapore,Laptop,Endpoint,32
3258,2026-02-06,user295,Ransomware,Medium,Investigating,UAE,Cloud VM,Email,421
3259,2025-12-06,user38,Phishing,Low,Closed,USA,Laptop,SIEM,494
3260,2025-11-17,user281,Brute Force,Low,Escalated,Singapore,Desktop,Firewall,256
3261,2025-03-11,user78,Credential Attack,Medium,Open,Netherlands,Server,Web Gateway,164
3262,2025-02-06,user445,Ransomware,Medium,Investigating,Netherlands,Server,SIEM,230
3263,2025-09-12,user43,Malware,Low,Closed,Japan,Server,Endpoint,27
3264,2025-01-21,user15,Credential Attack,Medium,Investigating,Germany,Cloud VM,Web Gateway,583
3265,2025-12-23,user77,Credential Attack,High,Open,Germany,Desktop,Firewall,452
3266,2025-06-26,user307,Data Exfiltration,Medium,Closed,UK,Mobile,Web Gateway,269
3267,2025-02-22,user252,Credential Attack,High,Escalated,Singapore,Server,Web Gateway,78
3268,2025-06-24,user459,Credential Attack,Critical,Closed,India,Laptop,Email,286
3269,2025-12-08,user446,Phishing,High,Investigating,UK,Mobile,SIEM,304
3270,2025-04-05,user221,Brute Force,High,Closed,Australia,Laptop,Endpoint,504
3271,2025-04-04,user144,Insider Threat,Critical,Closed,Germany,Mobile,Firewall,693
3272,2025-07-20,user161,Data Exfiltration,Medium,Escalated,Canada,Cloud VM,SIEM,528
3273,2025-05-31,user302,Data Exfiltration,Low,Investigating,Japan,Server,Identity Provider,381
3274,2025-03-03,user12,DDoS,Medium,Closed,Australia,Laptop,SIEM,597
3275,2025-03-08,user497,Data Exfiltration,Low,Investigating,USA,Desktop,Identity Provider,60
3276,2025-08-04,user393,Ransomware,High,Escalated,UAE,Desktop,Web Gateway,241
3277,2026-01-14,user164,Phishing,Medium,Closed,Canada,Server,Endpoint,79
3278,2025-03-09,user295,Malware,Low,Investigating,India,Desktop,Endpoint,205
3279,2025-05-30,user458,Brute Force,Medium,Open,Canada,Server,SIEM,585
3280,2025-08-26,user440,Ransomware,Medium,Investigating,India,Mobile,Email,213
3281,2025-04-28,user333,Ransomware,Low,Escalated,Netherlands,Desktop,Endpoint,202
3282,2025-08-16,user331,Ransomware,Medium,Investigating,Australia,Laptop,Identity Provider,409
3283,2025-09-07,user205,Brute Force,Low,Closed,Singapore,Desktop,Identity Provider,148
3284,2026-02-06,user414,Data Exfiltration,Low,Open,USA,Desktop,Endpoint,32
3285,2026-02-25,user486,Phishing,High,Investigating,Netherlands,Server,Endpoint,402
3286,2026-02-23,user130,Credential Attack,Low,Closed,Singapore,Mobile,Identity Provider,595
3287,2025-07-15,user12,Ransomware,Critical,Escalated,UAE,Laptop,Identity Provider,216
3288,2025-07-15,user5,Insider Threat,Medium,Investigating,Japan,Server,SIEM,618
3289,2025-03-10,user13,Insider Threat,Critical,Investigating,Japan,Laptop,Email,197
3290,2025-03-16,user134,Insider Threat,High,Open,Japan,Desktop,Firewall,56
3291,2025-12-01,user497,Phishing,Low,Investigating,Canada,Mobile,Email,491
3292,2025-06-26,user403,Phishing,Medium,Open,Germany,Cloud VM,Identity Provider,526
3293,2025-10-23,user328,Phishing,Low,Open,India,Server,Email,283
3294,2025-05-04,user33,Insider Threat,Medium,Investigating,USA,Desktop,Firewall,200
3295,2025-09-25,user325,Malware,Low,Closed,UAE,Server,SIEM,332
3296,2025-06-30,user259,Phishing,Low,Open,USA,Mobile,Web Gateway,330
3297,2025-07-15,user145,Brute Force,Low,Escalated,Netherlands,Server,Email,98
3298,2025-11-08,user20,Ransomware,High,Open,Singapore,Cloud VM,Web Gateway,715
3299,2025-10-14,user331,Credential Attack,Medium,Open,Singapore,Laptop,Email,379
3300,2025-09-22,user476,Data Exfiltration,Medium,Escalated,USA,Laptop,Web Gateway,589
3301,2025-08-29,user424,Data Exfiltration,Medium,Closed,Germany,Desktop,SIEM,72
3302,2025-09-01,user446,Phishing,High,Open,Australia,Cloud VM,Endpoint,388
3303,2025-04-08,user131,Insider Threat,Medium,Open,Japan,Server,SIEM,340
3304,2025-08-14,user362,Ransomware,Medium,Closed,Australia,Desktop,Endpoint,597
3305,2025-12-02,user304,Ransomware,Low,Escalated,Singapore,Desktop,Email,484
3306,2026-02-02,user359,Brute Force,Low,Open,USA,Server,Web Gateway,279
3307,2025-08-06,user220,Brute Force,Medium,Closed,India,Desktop,Email,160
3308,2026-02-08,user264,Insider Threat,Low,Escalated,UK,Mobile,SIEM,445
3309,2025-10-31,user287,Credential Attack,Low,Open,Australia,Laptop,Endpoint,332
3310,2025-03-06,user448,Insider Threat,Critical,Escalated,USA,Desktop,Email,562
3311,2025-08-28,user419,Credential Attack,Critical,Open,Netherlands,Cloud VM,SIEM,133
3312,2026-01-05,user432,Phishing,Medium,Closed,Netherlands,Desktop,SIEM,491
3313,2025-08-29,user234,Malware,Low,Investigating,UK,Server,Endpoint,714
3314,2026-01-11,user247,Data Exfiltration,Low,Open,India,Mobile,Email,154
3315,2025-02-07,user25,Ransomware,High,Investigating,UK,Desktop,Firewall,696
3316,2025-05-29,user251,Credential Attack,High,Open,Australia,Mobile,Identity Provider,683
3317,2025-08-17,user241,Malware,High,Escalated,USA,Cloud VM,Web Gateway,651
3318,2025-09-01,user56,Data Exfiltration,Medium,Escalated,Australia,Mobile,SIEM,471
3319,2025-07-28,user152,Phishing,Medium,Escalated,Netherlands,Desktop,Endpoint,299
